id,area,feature,user_story,expected_behavior,source,tests,status,test_method,result,errors_found,fix_applied,retest_result
AGT-05,Agents,Editing keys + paste,"As a user, I want arrow/editing keys and paste to work, so that I can edit prompts and paste content.",Letters/arrows/backspace/Ctrl+A/E/K/U etc. convert to bytes and send immediately; paste wrapped in bracketed-paste; local echo suppressed for instant feedback.,common/keys.go; center/model_input_echo.go,center/model_input_echo_test.go,Pass,code-trace (Phase 2 multi-agent verify),"common/keys.go:9-58 converts Ctrl+A/E/K/U (0x01/0x05/0x0b/0x15) and arrows/backspace (0x7f) to bytes sent immediately via sendKeyToTerminal. Paste is wrapped in bracketed-paste: center/model_input.go:83,89,96,103 and tab_actor.go:293 send ""\x1b[200~""+content+""\x1b[201~"". Local echo suppression: model_input_echo.go:156-188 shouldSuppressLocalEchoInput returns true for readline control bytes (isReadlineEditingControlInput, line 74-96 includes Ctrl+A/E/K/U), editing escape sequences, backspace/tab, and single printable runes; recordLocalInputEchoWindow (line 226-250) records the echo window. Cov…",,,
AGT-06,Agents,Send Escape,"As a user, I want Esc delivered to the agent, so that I can cancel/exit modes in the agent UI.",Esc sends 0x1b to the terminal immediately.,common/keys.go; center/model_input_keys.go,(trace),Pass,code-trace (Phase 2 multi-agent verify),"Esc reaches the agent as 0x1b via two paths. center/model_input_keys.go:151-157 handles the 'ctrl+[' binding (Escape on most terminals) by sending directSendStamped(tab, ""\x1b"", ...). If Escape arrives as tea.KeyEscape instead, it falls through to sendKeyToTerminal -> common/keys.go:73-74 which maps tea.KeyEscape -> []byte{0x1b}. Either way a single 0x1b byte is delivered immediately. Matches the expected behavior.",,,
AGT-07,Agents,Interrupt with Ctrl-C (per-agent count),"As a user, I want Ctrl-C to interrupt the agent, so that I can stop long operations.","Ctrl+C sends 0x03; claude sends 2 signals with 200ms delay, others send 1, per registry/config.",center/model_input_keys.go; pty/agent.go; config/agents.go,pty/agent_test.go,Verified,code-trace + new unit tests + e2e verify-loop,"The expected per-agent behavior ('claude sends 2 signals with 200ms delay, others 1, per registry/config') is implemented ONLY in pty/agent.go:254-271 AgentManager.SendInterrupt, which is never called from any live keypress path — grep of internal/ (excluding *_test.go, pty/agent.go, tmux/send.go) finds zero callers; its only callers are pty/agent_test.go:334-399. In the live TUI, Ctrl+C with the center focused goes app/app_input_keys.go:125-127 (a.center.Update) -> center/model_input_keys.go:122-132 forwardKeyToTerminal -> handleTerminalCtrlKey (line 134-160) which only special-cases ctrl+n/…","[medium] Per-agent interrupt count/delay is not applied to the live Ctrl+C keystroke: every agent receives a single 0x03, never the configured double-interrupt. For claude this is user-visible: claude's TUI requires two Ctrl-C presses ('press Ctrl-C again to interrupt') within a short window, which is exactly why InterruptCount:2 / InterruptDelayMs:200 exist — but a single user Ctrl-C will not interrupt it. The KeyMap.Interrupt binding is also defined but never wired, reinforcing that the intended behavior was meant to exist and was lost. Catalog's expected_behavior overstates reality.  | suggested fix: In center/model_input_keys.go handleTerminalCtrlKey, add a ctrl+c case for chat/agent tabs that resolves the active tab's assistant config (tab.Agent.Config.InterruptCount / InterruptDelayMs) and sends 0x03 that many times with the configured delay between sends (mirroring pty/agent.go AgentManager.SendInterrupt), rather than letting it fall through to the single-byte KeyToBytes path. Equivalently, route Ctrl+C through agentManager.SendInterrupt for the active agent. Then wire app/keybindings.go KeyMap.Interrupt or remove it to avoid the misleading dead binding.","Wired live Ctrl+C in center handleTerminalCtrlKey to route through AgentManager.SendInterrupt off the UI thread, honoring per-agent InterruptCount/InterruptDelayMs (claude=2 @200ms); floored SendInterrupt to >=1 so viewers still receive one interrupt; preserved snap-to-bottom + 0x03 echo window + activity tag. (pty/agent.go, center/model_input_keys.go)",PASS: new TestCenterCtrlCRoutesToAgentInterrupt + TestInterruptActiveAgentCmdNilSafe pass; pty SendInterrupt tests pass; full 'go test ./...' green; 'make verify-loop' (real keystroke -> raw agent) green; 'make devcheck' green.
ACT-01,Activity,Working indicator when agent active,"As a user, I want a working indicator while an agent processes, so that I know it isn't hung.","A periodic (~5s, eager on tab create) tmux activity scan detects visible PTY output, sets activeWorkspaceIDs, and renders a working indicator (the dashboard uses a colour change; the animated spinner is only for create/delete).",app/app_tmux_activity.go; activity/*.go,e2e/activity_restore_test.go; app/app_tmux_activity_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Periodic scan: defaults.go:36 `tmuxActivityInterval = 5 * time.Second`; ticker scheduled via app_tmux_activity.go:50-55 (scheduleTmuxActivityTick) and re-armed each tick (handleTmuxActivityTick:99,121). Eager-on-create: app_input_dispatch.go:117-129 calls a.eagerScanTmuxActivity() on messages.TabCreated (and :140-147 on TabReattached); eagerScanTmuxActivity (app_tmux_activity.go:69-74) coalesces with in-flight scans via scanTmuxActivityNow. Visible-PTY-output detection: runTmuxActivityScan (app_tmux_activity.go:127-175) -> activity.ActiveWorkspaceIDsFromTagsWithRemoved (logic.go:48-94) classi…",,,
ACT-02,Activity,Idle indicator after output stops,"As a user, I want the indicator to clear when the agent goes idle, so that I know it awaits input.","After the settle window with no visible output, hysteresis marks the tab idle and the spinner disappears.",app/app_tmux_activity_hysteresis.go; activity/*.go,"app/app_tmux_activity_settle_test.go, hysteresis_test.go",Pass,code-trace (Phase 2 multi-agent verify),"Idle clearing is implemented via screen-delta hysteresis with an output window and a hold/settle period, not a literal one-shot timer. types.go:19 OutputWindow=2s, :28 HoldDuration=6s, :15 ScoreThreshold=3. logic.go:319-345 bumps score on content change and decays (score--) on unchanged/failed captures; logic.go:351-357 a session stays active while score>=threshold OR within HoldDuration of LastActiveAt, then drops out of the active set when both lapse — so after output stops, the next scans decay the session and the working indicator clears. PrepareStaleTagFallbackState (logic.go:239-252) an…",,,
ACT-03,Activity,Single-scanner leader lease (multi-instance),"As a user running multiple amux instances, I want one scanner at a time, so that tmux isn't hammered.","Activity scan acquires a leader lease in tmux global options; owner heartbeats ~5s, followers read its snapshot; stale owners lose the lease via epoch numbering.",app/app_tmux_activity_shared.go; activity/lease.go,app/app_tmux_activity_test.go; activity/lease_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Single-scanner leader lease is implemented in tmux global options. activity/lease.go:15-20 defines OwnerOption '@amux_activity_owner', HeartbeatOption, EpochOption, SnapshotOption. resolveTmuxActivityScanRole (app_tmux_activity_shared.go:25-85): if a live foreign lease exists -> follower reads the owner's snapshot (ReadSnapshot, lease.go:112-128, epoch+freshness checked); if this instance owns the live lease -> renews heartbeat (RenewOwnerLeaseHeartbeat) and scans; otherwise claims ownership by writing epoch=lease.Epoch+1 (write-then-confirm-read, :64-84) since tmux options offer no atomic CA…",,,
PERS-01,Persistence,Agent sessions survive amux restart,"As a user, I want agents to keep running in tmux after amux exits, so that I can reconnect later.",Agents run in named tmux sessions that persist after amux closes; on restart amux finds them by name and reattaches.,pty/agent.go; tmux,"e2e/persistence_test.go, sidebar_terminal_discovery_test.go",Pass,code-trace (Phase 2 multi-agent verify),"internal/pty/agent.go:77 builds a deterministic session name via tmux.SessionName(""amux"", ws.ID(), agentType); agent.go:103-109 creates the PTY through tmux.NewClientCommand with DetachExisting:true, so the agent runs inside a named tmux session that outlives the amux process. On restart, RestoreTabsFromWorkspace (internal/ui/center/model_tabs_session.go:167-217) reads each persisted TabInfo.SessionName and reattaches via reattachToSession -> sessionStateForFn(sessionName) (model_tabs_restore.go:122-140); if the session no longer exists/has no live pane it falls back gracefully. Discovery/rea…",,,
PERS-02,Persistence,Restore tabs + active tab on restart,"As a user, I want my open tabs and active tab restored on restart, so that I continue where I left off.",Tab list + active index persisted (debounced) to workspace.json; on restart center recreates placeholders and reattaches each in order.,app/app_persistence.go; center/model_tabs_restore.go,e2e/persistence_test.go; center/model_tabs_restore_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Persistence is debounced and token-guarded: persistWorkspaceTabs (internal/app/app_persistence.go:54-67) marks dirty, bumps persistToken, and schedules SafeTick(persistDebounce=500ms, defaults.go:23); handlePersistDebounce (app_persistence.go:88-150) drops stale tokens and writes ws.OpenTabs + ws.ActiveTabIndex from center.GetTabsInfoForWorkspace. On restart, RestoreTabsFromWorkspace (internal/ui/center/model_tabs_session.go:167-217) iterates ws.OpenTabs in order, creating detached placeholders (addPlaceholderTab) and queuing reattachToSession per tab, then re-derives the active index (lastBe…",,,
PERS-03,Persistence,Reattach restores pane snapshot/scrollback,"As a user, I want history restored on reattach, so that I don't lose prior output.",Reattach captures the tmux pane snapshot (or scrollback for stopped sessions) and restores it into the terminal before live output.,center/model_tabs_session_reattach.go; ptyio/session_restore.go,center/model_tabs_session_reattach_history_size_test.go; ptyio/session_restore_test.go,Pass,code-trace (Phase 2 multi-agent verify),"On reattach, model_tabs_restore.go:150-200 captures either a full pane snapshot (captureExistingSessionBootstrap, bootstrap.CaptureFullPane) or, for stopped/non-matching sessions, scrollback via captureSessionHistory. The result (ptyTabReattachResult) is applied in internal/ui/center/model_tabs.go:234 (ptyio.RestorePaneCapture) and :248 (ptyio.RestoreScrollbackCapture), also in model_input_lifecycle.go:116/130, BEFORE the live PTY reader is (re)started. ptyio/session_restore.go:30-92 implements RestorePaneCapture (LoadSnapshot of pane data + cursor/mode + post-attach delta) and RestoreScrollb…",,,
PERS-04,Persistence,Auto-detach excess attached agent tabs,"As a user, I want old agent tabs auto-detached past a limit, so that I don't exhaust PTY resources.","AMUX_MAX_ATTACHED_AGENT_TABS bounds attached chat tabs; on exceed, least-recently-focused tabs auto-detach (session stays live) and the change persists.",app/app_attached_limit.go; center/model_tabs_limit.go,app/app_attached_limit_test.go; center/model_tabs_limit_test.go,Pass,code-trace (Phase 2 multi-agent verify),"maxAttachedAgentTabsFromEnv (internal/app/app_attached_limit.go:16-34) parses AMUX_MAX_ATTACHED_AGENT_TABS (default 6 via defaults.go:58; 0 disables). enforceAttachedAgentTabLimit (app_attached_limit.go:36-63) calls center.EnforceAttachedAgentTabLimit then persists every affected workspace via persistWorkspaceTabs (line 58). center/model_tabs_limit.go:27-111 counts attached (!Detached && Running) chat tabs, skips the focused tab in the active workspace (lines 53-55), sorts candidates by lastFocusedAt (LRU, lines 73-89), and detaches the excess via detachTab. detachTab (model_tabs_session.go:1…",,,
PERS-05,Persistence,Multi-instance orphan-GC safety,"As a user running multiple instances, I want GC to not kill another instance's live workspace sessions, so that concurrent use is safe.","Orphan GC only kills sessions for unknown workspace IDs after a grace period and instance scoping, never a peer's active workspace.",app/app_tmux_gc.go,e2e/multi_instance_gc_test.go; app/app_tmux_gc_safety_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Orphan GC is instance-scoped: amuxSessionsByWorkspace (internal/app/app_tmux_gc.go:201-204) adds @amux_instance=a.instanceID to the tmux tag match (instanceID is always set at init, app_init.go:158; sessions are tagged with @amux_instance at creation, app_tmux.go:32-33), so a peer instance's sessions are never even enumerated. killOrphanedSessions (app_tmux_gc.go:224-261) skips any session whose workspace ID is in knownIDs (line 230); collectKnownWorkspaceIDs (lines 36-54) deliberately includes creating AND deleting workspace IDs to avoid racing orderly cleanup. It also enforces a 30s grace p…",,,
TRUST-01,Trust,First-run trust prompt for repo scripts,"As a user, I want to approve a repo's scripts before they run, so that I review commands the repo author chose.","When repo-supplied setup/run/archive commands (from .amux/workspaces.json) are not approved, execution is blocked with ScriptsNotTrustedError and the Trust Scripts dialog is shown.",process/scripts.go; script_trust.go; app/app_input_dialogs.go,"process/scripts_test.go, scripts_trust_gate_test.go",Pass,code-trace (Phase 2 multi-agent verify),"internal/process/scripts.go:216-222 (RunSetup) and :294-300 (RunScript) return *ScriptsNotTrustedError{Repo,Command,ConfigHash} when len(config.SetupWorkspace)>0 / fromRepoConfig and !r.trust.IsTrusted(ws.Repo,raw). The error wraps the ErrScriptsNotTrusted sentinel (scripts.go:49-55). On the UI side internal/app/app_input_workspace.go:73-85 catches errors.Is(msg.Err, process.ErrScriptsNotTrusted), shows a warning toast AND batches a messages.ShowTrustScriptsDialog carrying the blocked ConfigHash; internal/app/app_input_messages_dialogs.go:74-88 presents the Trust Project Scripts confirm dialo…",,,
TRUST-02,Trust,Re-gate on .amux/workspaces.json change,"As a user, I want edits to the scripts file to require re-approval, so that changed commands can't run silently.",Trust is a SHA-256 of file content; IsTrusted returns false when the hash changes; trusting refuses if content changed since the prompt.,process/script_trust.go; scripts.go,process/script_trust_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Trust key is the hex SHA-256 of the exact config bytes: hashConfig (internal/process/script_trust.go:54-57) and IsTrusted compares approved==hashConfig(configContent) (script_trust.go:88-101), so any byte change flips it to false (test TestScriptTrustInvalidatedWhenContentChanges, script_trust_test.go:32-48). On approval, TrustRepoScriptsIfHash (internal/process/scripts.go:357-369) re-reads the file and returns ErrScriptsChangedSincePrompt without recording trust if hashConfig(raw)!=expectedHash. The app retry (internal/app/workspace_service.go:213-221) then still calls RunSetup, which re-gat…",,,
TRUST-03,Trust,User-entered scripts bypass the gate,"As a user, I want scripts I type in the UI to run without prompts, so that I don't self-gate my own input.",Run/archive from ws.Scripts (user input) run directly; only repo-config-sourced commands pass through the trust gate.,process/scripts.go,process/scripts_trust_gate_test.go,Pass,code-trace (Phase 2 multi-agent verify),"In internal/process/scripts.go:272-300, fromRepoConfig is set true only when config.RunScript/config.ArchiveScript (loaded from .amux/workspaces.json) are non-empty (:277, :283); when they are empty it falls back to ws.Scripts.Run / ws.Scripts.Archive (user-entered in UI) with fromRepoConfig staying false (:279, :285). The trust gate at :294 is `if fromRepoConfig && !r.trust.IsTrusted(...)`, so user-entered scripts always run ungated. Verified by TestScriptRunnerWsScriptsRunWithoutTrust (internal/process/scripts_trust_gate_test.go:83-105): with an empty (untrusted) registry, ws.Scripts.Run st…",,,
TRUST-04,Trust,Persistent trust registry (fail-closed),"As a user, I want approvals to persist and default-deny, so that I don't re-approve trusted repos and untrusted ones never run.",Approvals (repo→hash) written atomically to ~/.amux/trusted-scripts.json; missing/corrupt file → empty map (fail-closed).,process/script_trust.go; config/paths.go,process/script_trust_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Registry is per-repo->hash map persisted to <home>/trusted-scripts.json (internal/process/script_trust.go:18,36-51; home resolved via config.DefaultPaths -> ~/.amux in internal/config/paths.go:26-34). Trust() writes atomically via fsatomic.WriteFile (script_trust.go:106-122), which does temp-file + Sync + rename (internal/fsatomic/fsatomic.go:27-62). load() is fail-closed: missing file -> empty map (script_trust.go:66-69), unreadable or unparseable -> empty map + logged warning (script_trust.go:70-78), nil map normalized to empty (:79-81); IsTrusted returns false for any repo not present and …",,,
UPD-01,Update,Version check vs GitHub latest,"As a user, I want to know when a newer amux exists, so that I can stay current.","Updater.Check queries GitHub latest release, compares semver; skips Homebrew/dev builds; returns current/latest/available/notes.",update/updater.go; github.go; version.go,"update/updater_test.go, version_test.go",Pass,code-trace (Phase 2 multi-agent verify),"internal/update/updater.go:72-115 Check(): IsHomebrewBuild() short-circuits at :73-79 (returns UpdateAvailable:false), IsDevBuild(u.version) short-circuits at :81-87; otherwise FetchLatestRelease (github.go:79-108) then ParseVersion of both (updater.go:94-102) and currentVer.LessThan(latestVer) semver compare (:104). Returns CurrentVersion/LatestVersion/UpdateAvailable/ReleaseNotes(Body)/Release (:108-114). version.go:19 semverRegex + Compare()/comparePrerelease() implement real semver (prerelease lower precedence, numeric identifiers). IsDevBuild treats ''/dev/none/unknown as dev (version.go…",,,
UPD-02,Update,Download + checksum verification,"As a user, I want updates verified against checksums, so that corrupt/tampered binaries are rejected.","Upgrade fetches checksums.txt, downloads the platform asset, verifies SHA-256; mismatch aborts.",update/updater.go; checksum.go,"update/updater_test.go, checksum_test.go",Pass,code-trace (Phase 2 multi-agent verify),"internal/update/updater.go Upgrade(): fetchChecksums (:150), looks up the platform asset's checksum and aborts if absent ('checksum not found', :155-158), downloads the platform asset to a temp file (:168-179), then VerifyChecksum (:182-185) aborts with 'checksum verification failed' on mismatch. github.go FetchChecksums (:138-172) downloads checksums.txt and parseChecksums maps filename->sha256. checksum.go VerifyChecksum (:12-23) does SHA-256 via hashFile and errors on mismatch. updater_upgrade_test.go TestUpgradeChecksumMismatchNeverInstalls + TestUpgradeHappyPathOrder pin verify strictly …",,,
UPD-03,Update,Safe extract + atomic install w/ rollback,"As a user, I want a failed update to never break my binary, so that I can recover.",Extract only the 'amux' entry (0755); stage in target dir (avoid EXDEV); back up to .bak; atomic rename; restore .bak on failure.,update/install.go; updater.go,"update/updater_upgrade_test.go, extract_hostile_test.go",Pass,code-trace (Phase 2 multi-agent verify),"internal/update/install.go ExtractBinary (:19-73): only entries whose filepath.Base==""amux"" are extracted (:45-47), non-regular entries (symlinks/dirs) skipped via TypeReg filter (:50), written 0o755 (:55); errors 'amux binary not found in archive' if none (:68-69). extract_hostile_test.go confirms ../.. and absolute paths are collapsed to destDir and symlinks rejected. InstallBinary (:78-121): stages new binary as .amux-upgrade-new in target dir to avoid EXDEV (:92-97), backs up current to .bak (:101-102), atomic renameFile staged->current (:107), and on swap failure restores .bak (:108-114)…",,,
UPD-04,Update,Install-method + permission guards,"As a user, I want correct guidance for my install method/permissions, so that I update the right way.",Homebrew → 'brew upgrade amux'; go install → 'go install ...@latest'; no write permission → 'try sudo'.,update/install.go; buildinfo.go; updater.go,update/updater_test.go,Pass,code-trace (Phase 2 multi-agent verify),internal/update/updater.go Upgrade(): Homebrew guard returns 'installed via Homebrew; run: brew upgrade amux' (:123-125); go-install guard returns 'installed via go install; run: go install github.com/andyrewlee/amux/cmd/amux@latest' (:128-130); write-permission guard returns 'no write permission to %s; try running with sudo' (:145-147). buildinfo.go IsHomebrewBuild (:10-13) reads ldflags var; install.go IsGoInstall/isGoInstallPath (:165-185) checks GOPATH/bin containment; CanWrite (:188-206) probes file and parent dir. Catalog phrasings 'go install ...@latest' and 'try sudo' are accurate par…,,,
TMUX-01,Tmux,Session creation with tags + per-session options,"As a user, I want each agent/terminal in its own tagged tmux session, so that lifecycles are isolated and discoverable.",new-session -As creates/attaches; sets @amux tags (workspace/tab/type/assistant/instance/owner/lease); disables prefix/status/mouse per session; attaches.,tmux/command.go; tmux.go,"tmux/send_test.go, create_pipeline_test.go",Pass,code-trace (Phase 2 multi-agent verify),internal/tmux/command.go:43 builds `new-session -A%ss` (atomic create/attach; -d only when DetachExisting); lines 48-49 set per-session `prefix None`/`prefix2 None`; line 51 `status off` (HideStatus); line 54 `mouse off` (DisableMouse); line 60 `-w monitor-activity on`; appendSessionTags (lines 73-93) writes @amux=1 plus @amux_workspace/@amux_tab/@amux_type/@amux_assistant/@amux_created_at/@amux_instance/@amux_session_owner(TagSessionOwner)/@amux_session_lease_ms(TagSessionLeaseAt). Line 68 attaches with `attach -t` (or `-dt`). SessionTags struct at tmux.go:35-44 carries all listed fields. Ma…,,,
TMUX-02,Tmux,Session discovery from live tmux,"As a user, I want amux to find tagged sessions (incl. from other instances), so that I can reattach and manage them.",Queries sessions by @amux/@amux_workspace/@amux_type tags and hydrates tabs/terminals from the results.,app/app_tmux_discover.go; tmux/tags.go,app/app_tmux_discover_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/app/app_tmux_discover.go:55-60 builds match {@amux:1,@amux_workspace:<id>,@amux_type:agent} and calls svc.SessionsWithTags to hydrate tabs; lines 137-142 do the same with @amux_type:terminal for sidebar terminals. tmux/tags.go:29-59 SessionsWithTags queries `list-sessions -F` for the requested tag keys (tags.go:61-84). No @amux_instance filter is applied in discovery, so sessions from other instances are also found, matching 'incl. from other instances'. Tabs/terminals are hydrated into data.TabInfo / sidebar.SessionAttachInfo (lines 90-96, 171-182).",,,
TMUX-03,Tmux,Session state + activity queries,"As a user, I want to know which sessions are alive/active, so that I see running vs dead agents.",AllSessionStates aggregates pane-dead per session; activity queries use window_activity timestamps and an activity window.,tmux/tmux.go; activity.go,"tmux/tmux_test.go, activity_test.go",Pass,code-trace (Phase 2 multi-agent verify),"internal/tmux/tmux.go:110-145 AllSessionStates runs `list-panes -a -F ""#{session_name}\t#{pane_dead}""` and parseSessionStates aggregates per session: Exists=true for any appearance, HasLivePane=true once any pane reports pane_dead==""0"". internal/tmux/activity.go:91-102 ActiveAgentSessionsByActivity uses `#{window_activity}` timestamps via list-windows -a; activityWithinWindow (activity.go:10-19) applies the activity window (with +1s second-resolution slack). Matches expected_behavior.",,,
TMUX-04,Tmux,Periodic sync ticker (discover+status+GC),"As a user, I want session changes reflected without manual refresh, so that the UI stays accurate.","TmuxSyncTick (default ~7s) discovers tabs, syncs pane status, and runs orphan GC; token-guarded against stale messages.",app/app_tmux_sync.go; app_tmux_discover.go,app/app_tmux_sync_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/app/app_init.go:288-295 startTmuxSyncTicker bumps syncToken and ticks via common.SafeTick(a.tmuxSyncInterval()); default tmuxSyncDefaultInterval = 7*time.Second (internal/app/defaults.go:17). handleTmuxSyncTick (app_tmux_sync.go:17-37) drops stale ticks (msg.Token != syncToken, line 18), then for each sync workspace runs discoverWorkspaceTabsFromTmux + syncWorkspaceTabsFromTmux and gcOrphanedTmuxSessions (lines 24-33), then reschedules. Discover+status-sync+orphan-GC and token guard all present, ~7s default.",,,
TMUX-05,Tmux,Cleanup command kills amux sessions,"As a user, I want one action to kill all amux sessions, so that I can reset cleanly.",Confirmed C-Space K kills @amux=1-tagged sessions and amux-* prefixed sessions; a success toast confirms the cleanup (no count).,app/app_tmux.go; app_prefix.go,app/app_tmux_test.go,Pass,code-trace (Phase 2 multi-agent verify),"C-Space K binds to action cleanup_tmux (internal/app/app_prefix.go:32, dispatched at :215-216 emitting ShowCleanupTmuxDialog). Confirmation dialog (app_input_messages_dialogs.go:115-124) uses NewConfirmDialog whose options are [""Yes"",""No""] with defaultCursor=1 -> 'No' (internal/ui/common/dialog.go:98-100), a safe default for a destructive action. cleanupAllTmuxSessions (app_tmux.go:50-71) kills @amux:1-tagged sessions (KillSessionsMatchingTags, line 57) AND amux-* prefixed sessions (KillSessionsWithPrefix, lines 63-64) and emits a success/warning Toast. NOTE: the catalog's 'toast reports the …",,,
TMUX-06,Tmux,Orphan + stale-detached GC,"As a user, I want sessions for deleted workspaces / crashed idle agents cleaned up, so that tmux doesn't accumulate junk.",Orphan GC kills sessions for unknown workspace IDs after grace; stale-detached GC kills unattached idle agent sessions past TTL; instance-scoped.,app/app_tmux_gc.go,"app/app_tmux_gc_test.go, app_tmux_gc_safety_test.go",Pass,code-trace (Phase 2 multi-agent verify),"internal/app/app_tmux_gc.go: orphan GC (gcOrphanedTmuxSessions :58-77 -> killOrphanedSessions :224-261) kills tmux sessions whose @amux_workspace is not in collectKnownWorkspaceIDs, but skips sessions younger than orphanSessionGracePeriod (30s, :15,:243,:263-272) and skips attached sessions (:246-252). Stale-detached GC (gcStaleDetachedAgentSessions :79-190) kills unattached idle agent sessions older than detachedAgentStaleAfter (24h, defaults.go:65) -- with a 72h live-pane extension (defaults.go:69, :177) -- skipping attached/fresh. Both are instance-scoped via @amux_instance (amuxSessionsBy…",,,
TMUX-07,Tmux,monitor-activity enabled globally + per-session,"As a user, I want activity timestamps tracked, so that busy/idle detection works.",set-option -g monitor-activity on at startup/server change; per-session -w monitor-activity on at create.,tmux/activity.go; command.go,tmux/activity_test.go,Pass,code-trace (Phase 2 multi-agent verify),"Global: SetMonitorActivityOn runs `set-option -g monitor-activity on` (internal/tmux/activity.go:187-189) and is invoked when tmux availability is (re)established at startup (internal/app/app_tmux_activity.go:325-330 inside handleTmuxAvailableResult). Per-session: command.go:60 emits `set-option -t <session> -w monitor-activity on` at create. Catalog phrase 'startup/server change' is a slight imprecision (the global set fires on the tmux-available result rather than a distinct server-change handler), but the implemented behavior matches the stated intent and the code comment (activity.go:88-9…",,,
TMUX-08,Tmux,Missing-tmux detection + install hint,"As a user, I want a clear message if tmux is missing, so that I know how to install it.",EnsureAvailable LookPaths tmux; on absence shows an OS-specific install hint (brew/apt/dnf/pacman); tab actions blocked with a toast.,tmux/tmux.go; app/app_prefix.go,(trace),Pass,code-trace (Phase 2 multi-agent verify),"internal/tmux/tmux.go:66-71 EnsureAvailable uses exec.LookPath(""tmux"") and on absence returns an error embedding InstallHint(). InstallHint (tmux.go:73-82) is OS-specific: darwin -> 'macOS: brew install tmux', linux -> 'Linux: sudo apt install tmux  (or dnf/pacman/etc.)', default -> generic PATH hint. Tab-creation actions are blocked with an error toast when !tmuxAvailable: app_prefix.go:221-223 (new_agent_tab) and :229-231 (new_terminal_tab) both return toast.ShowError('tmux required to create tabs. '+installHint). Catalog's '(brew/apt/dnf/pacman)' overstates the linux branch (apt is primary…",,,
TMUX-09,Tmux,Stale test-socket janitor on startup,"As a user, I want stale tmux test sockets cleaned at startup, so that amux starts quickly.",Background scan of /tmp/tmux-* removes dead amux-test-*/amux-e2e-check-* sockets (75ms dial probe).,cmd/amux/tmux_socket_janitor.go,cmd/amux/tmux_socket_janitor_test.go,Pass,code-trace (Phase 2 multi-agent verify),"cmd/amux/tmux_socket_janitor.go: cleanupStaleTestTmuxSockets (:22-56) sweeps tmuxSocketDirs (/tmp/tmux-<uid> and /private/tmp/tmux-<uid>, :58-74), and for socket-mode entries prefixed amux-test- or amux-e2e-check- (:34) removes those that fail a 75ms unix dial probe (isLiveUnixSocket, :76-84; staleSocketDialTimeout = 75*time.Millisecond, :16). It runs in the background at startup via safego.Go(""tmux_socket_janitor"", cleanupStaleTestTmuxSockets) (cmd/amux/main.go:95). Matches expected_behavior.",,,
OPS-01,Ops,Daily log file + retention,"As an operator, I want daily logs with retention, so that I can debug without unbounded disk use.",Logs at ~/.amux/logs/amux-YYYY-MM-DD.log; AMUX_LOG_RETENTION_DAYS (default 14) prunes older files; AMUX_LOG_LEVEL sets verbosity.,logging/logger.go; cmd/amux/main.go,logging/logger_test.go,Pass,code-trace (Phase 2 multi-agent verify),"internal/logging/logger.go:72 builds the daily path fmt.Sprintf(""%s%s%s"", logPrefix=""amux-"", time.Now().Format(""2006-01-02""), "".log"") under logDir, which cmd/amux/main.go:81 sets to filepath.Join(home, "".amux"", ""logs""). Retention: logRetentionDays() (logger.go:88-98) reads AMUX_LOG_RETENTION_DAYS with defaultRetentionDays=14 (logger.go:55), and pruneOldLogs() (logger.go:100-124) removes any amux-*.log whose parsed date is Before(now - retentionDays). Level: cmd/amux/main.go:82-85 reads AMUX_LOG_LEVEL via logging.ParseLevel (logger.go:138-151), defaulting to LevelInfo when unset/unrecognized. …",,,
OPS-02,Ops,Profiling + pprof + signal dumps,"As an operator, I want runtime profiling/diagnostics toggles, so that I can investigate perf/hangs.",AMUX_PROFILE emits timing snapshots (interval via AMUX_PROFILE_INTERVAL_MS); AMUX_PPROF exposes pprof on 127.0.0.1; AMUX_DEBUG_SIGNALS + SIGUSR1 dumps goroutines.,cmd/amux/main.go; perf/perf.go,perf/perf_test.go,Pass,code-trace (Phase 2 multi-agent verify),"AMUX_PROFILE: internal/perf/perf.go:340-351 isEnabled() reads AMUX_PROFILE (off for """"/0/false/no, on otherwise); maybeLog() (perf.go:178-207) emits periodic 'PERF ...' timing/counter snapshots via logging.Info. Interval: defaultLogInterval() (perf.go:353-361) reads AMUX_PROFILE_INTERVAL_MS, defaultIntervalMs=5000 (perf.go:18). Wired live: perf.Init() called at internal/app/app_init.go:47, perf.Time/Count instrumented across center/sidebar/compositor, perf.Flush(""shutdown"") at internal/app/app_shutdown.go:26. AMUX_PPROF: cmd/amux/main.go:160-183 startPprof() serves net/http/pprof on 127.0.0.1…",,,
